[1.21, 20, 36, 44, 50, 60, 70, 56, 72, 76, 66, 30, 41, 20, 51, 113, 94, 33, 20, 4, 0]
[1.96, 20, 28, 44, 48, 58, 66, 66, 74, 72, 56, 32, 29, 82, 86, 24, 0, 0, 0, 0, 0]
[1.24, 20, 36, 44, 60, 60, 72, 66, 74, 76, 66, 30, 39, 18, 60, 111, 94, 37, 20, 0, 0]
[1.96, 20, 28, 44, 60, 58, 62, 70, 70, 76, 64, 32, 29, 78, 83, 24, 0, 0, 0, 0, 0]
[1.21, 20, 36, 44, 50, 60, 70, 56, 72, 76, 66, 30, 41, 20, 51, 113, 94, 33, 20, 4, 0]
[2.0, 20, 26, 44, 58, 56, 64, 66, 74, 72, 56, 32, 29, 82, 86, 24, 0, 0, 0, 0, 0]
[1.17, 20, 36, 44, 60, 60, 72, 66, 74, 76, 66, 30, 41, 20, 49, 104, 100, 49, 20, 10, 0]
[2.04, 20, 26, 48, 52, 56, 66, 68, 72, 72, 56, 32, 28, 84, 84, 20, 0, 0, 0, 0, 0]
[1.14, 20, 36, 44, 60, 60, 72, 66, 74, 76, 66, 30, 41, 20, 51, 94, 104, 61, 24, 14, 0]
[0.84, 36, 52, 60, 116, 68, 52, 65, 69, 18, 0, 30, 48, 52, 24, 80, 110, 104, 88, 24, 20]
[1.16, 28, 48, 54, 84, 106, 54, 54, 58, 78, 64, 34, 52, 28, 55, 110, 102, 72, 19, 12, 0]
[1.12, 36, 50, 50, 80, 106, 68, 54, 58, 80, 70, 30, 51, 42, 50, 98, 106, 89, 23, 16, 0]
[1.19, 28, 48, 52, 74, 104, 66, 50, 62, 78, 70, 34, 54, 26, 64, 108, 101, 64, 15, 8, 0]
[1.09, 36, 50, 50, 82, 110, 68, 54, 58, 80, 70, 28, 45, 42, 26, 98, 110, 91, 36, 14, 2]
[1.19, 36, 54, 50, 90, 104, 50, 56, 62, 78, 66, 34, 54, 26, 64, 108, 101, 64, 15, 8, 0]
[1.06, 36, 50, 50, 82, 104, 68, 54, 58, 80, 70, 28, 45, 47, 26, 92, 104, 94, 58, 11, 8]
[1.22, 36, 48, 56, 92, 102, 58, 50, 62, 80, 54, 34, 58, 26, 76, 108, 102, 55, 16, 4, 0]
[1.03, 36, 50, 50, 82, 110, 68, 54, 58, 80, 70, 28, 45, 51, 18, 82, 108, 99, 76, 14, 14]
[1.25, 40, 46, 56, 86, 100, 54, 54, 64, 80, 56, 36, 62, 26, 84, 112, 100, 43, 20, 0, 0]
[1.03, 36, 50, 50, 82, 110, 68, 54, 58, 80, 70, 28, 51, 42, 26, 92, 108, 99, 72, 11, 14]
[1.28, 32, 50, 50, 86, 102, 60, 56, 64, 76, 56, 36, 58, 24, 82, 112, 98, 31, 16, 0, 0]
[1.0, 36, 50, 50, 82, 110, 68, 54, 58, 71, 68, 28, 45, 51, 20, 82, 110, 99, 76, 16, 20]
[1.28, 32, 50, 56, 74, 102, 58, 50, 54, 80, 70, 36, 54, 21, 80, 112, 89, 30, 16, 0, 0]
[0.97, 40, 50, 48, 90, 106, 56, 56, 62, 69, 46, 30, 48, 52, 24, 80, 110, 104, 88, 24, 20]
[1.31, 32, 48, 54, 80, 106, 58, 56, 56, 80, 70, 36, 53, 22, 87, 110, 82, 24, 12, 0, 0]
[0.95, 40, 50, 50, 94, 104, 48, 56, 70, 68, 26, 30, 48, 52, 32, 80, 112, 104, 90, 28, 20]
[1.31, 40, 46, 50, 80, 100, 56, 52, 62, 80, 64, 36, 53, 22, 87, 110, 82, 24, 12, 0, 0]
[0.92, 40, 48, 50, 98, 100, 48, 54, 70, 68, 12, 30, 44, 58, 24, 80, 108, 104, 82, 28, 20]
[1.34, 38, 50, 56, 86, 104, 54, 54, 58, 80, 66, 36, 52, 23, 96, 107, 78, 16, 8, 0, 0]
[0.92, 40, 48, 50, 98, 100, 48, 54, 70, 68, 12, 30, 50, 46, 38, 84, 108, 104, 80, 20, 20]
[1.38, 30, 48, 50, 86, 102, 56, 54, 60, 78, 64, 36, 53, 24, 100, 101, 68, 17, 4, 0, 0]
[0.9, 40, 52, 50, 102, 92, 48, 54, 73, 69, 0, 30, 50, 48, 24, 92, 108, 106, 86, 20, 20]
[1.41, 30, 46, 50, 80, 104, 54, 52, 64, 78, 58, 36, 58, 32, 104, 104, 67, 16, 2, 0, 0]
[0.88, 40, 50, 50, 108, 82, 52, 60, 70, 48, 0, 30, 50, 50, 32, 84, 108, 102, 88, 20, 20]
[1.44, 32, 46, 56, 82, 102, 54, 56, 60, 78, 62, 36, 54, 36, 104, 104, 52, 18, 0, 0, 0]
[0.86, 38, 50, 50, 108, 74, 56, 62, 71, 36, 0, 30, 46, 52, 18, 88, 110, 104, 80, 24, 20]
[1.47, 36, 52, 52, 80, 106, 56, 52, 62, 78, 62, 36, 54, 38, 104, 106, 42, 16, 0, 0, 0]
[0.86, 38, 50, 50, 108, 74, 56, 60, 68, 36, 0, 26, 46, 54, 24, 80, 108, 104, 90, 24, 20]
[1.47, 36, 46, 54, 80, 106, 60, 56, 58, 78, 64, 36, 50, 33, 104, 101, 39, 16, 0, 0, 0]
[0.84, 38, 52, 52, 114, 72, 56, 63, 70, 20, 0, 26, 48, 58, 26, 76, 106, 106, 92, 22, 18]
[1.03, 34, 40, 44, 96, 82, 28, 42, 76, 82, 50, 40, 41, 56, 72, 87, 90, 96, 84, 90, 42]
[1.6, 36, 40, 40, 82, 82, 20, 34, 74, 86, 50, 37, 52, 76, 92, 90, 89, 16, 0, 0, 0]
[1.5, 34, 40, 44, 96, 76, 30, 46, 80, 84, 50, 40, 47, 68, 90, 92, 88, 50, 0, 0, 0]
[1.64, 30, 40, 40, 84, 76, 24, 42, 70, 80, 46, 37, 56, 77, 92, 90, 87, 0, 0, 0, 0]
[1.5, 34, 40, 44, 96, 76, 30, 46, 80, 84, 50, 38, 53, 74, 92, 90, 90, 44, 0, 0, 0]
[1.68, 30, 40, 40, 84, 88, 20, 46, 82, 82, 46, 39, 56, 78, 90, 90, 78, 0, 0, 0, 0]
[1.44, 34, 40, 44, 96, 76, 30, 46, 80, 84, 50, 38, 53, 70, 89, 94, 84, 67, 0, 0, 0]
[1.68, 36, 40, 40, 90, 70, 20, 34, 82, 82, 46, 39, 56, 78, 90, 90, 78, 0, 0, 0, 0]
[1.39, 34, 40, 44, 96, 76, 30, 46, 80, 84, 50, 40, 47, 70, 87, 92, 86, 81, 6, 0, 0]
[1.72, 36, 40, 40, 94, 80, 24, 40, 80, 82, 48, 39, 56, 76, 90, 90, 69, 0, 0, 0, 0]
[1.34, 34, 40, 44, 96, 76, 30, 46, 80, 84, 50, 40, 43, 70, 89, 88, 86, 88, 26, 0, 0]
[1.76, 36, 40, 40, 92, 70, 22, 46, 80, 78, 46, 39, 59, 79, 90, 87, 52, 0, 0, 0, 0]
[1.34, 34, 40, 44, 96, 76, 30, 46, 80, 84, 50, 40, 43, 68, 84, 88, 90, 92, 32, 0, 0]
[1.8, 36, 40, 40, 90, 80, 24, 34, 86, 78, 42, 39, 59, 86, 104, 96, 42, 0, 0, 0, 0]
[1.34, 34, 40, 44, 96, 76, 30, 46, 80, 84, 50, 38, 53, 70, 89, 88, 90, 86, 26, 0, 0]
[1.84, 36, 40, 40, 90, 76, 22, 44, 80, 78, 42, 38, 61, 88, 100, 96, 32, 0, 0, 0, 0]
[1.3, 34, 40, 44, 96, 76, 30, 46, 80, 84, 50, 40, 43, 70, 83, 88, 90, 90, 42, 0, 0]
[1.88, 32, 40, 40, 84, 80, 20, 36, 84, 80, 38, 40, 61, 90, 100, 94, 24, 0, 0, 0, 0]
[1.26, 34, 40, 44, 96, 76, 30, 46, 80, 84, 50, 40, 43, 70, 80, 88, 92, 89, 68, 0, 0]
[1.92, 32, 40, 40, 90, 76, 24, 38, 84, 80, 40, 40, 62, 88, 102, 92, 16, 0, 0, 0, 0]
[1.22, 34, 40, 44, 96, 76, 30, 46, 80, 84, 50, 40, 43, 68, 80, 88, 96, 84, 84, 12, 0]
[1.96, 32, 40, 40, 86, 80, 22, 44, 86, 80, 40, 40, 64, 90, 100, 92, 8, 0, 0, 0, 0]
[1.18, 34, 40, 44, 96, 76, 30, 46, 80, 84, 50, 40, 41, 64, 76, 92, 96, 84, 91, 26, 0]
[1.92, 36, 40, 40, 90, 76, 24, 38, 78, 82, 48, 40, 62, 83, 92, 86, 16, 0, 0, 0, 0]
[1.18, 34, 40, 44, 96, 76, 30, 46, 80, 84, 50, 40, 43, 70, 80, 92, 96, 84, 85, 18, 0]
[1.96, 36, 40, 40, 86, 80, 22, 44, 74, 84, 48, 40, 64, 84, 90, 87, 8, 0, 0, 0, 0]
[1.18, 34, 40, 44, 96, 76, 30, 46, 80, 84, 50, 40, 43, 64, 76, 92, 98, 88, 88, 26, 0]
[2.0, 36, 40, 40, 92, 76, 24, 44, 80, 80, 48, 40, 64, 82, 90, 88, 0, 0, 0, 0, 0]
[1.15, 34, 40, 44, 96, 76, 30, 46, 80, 84, 50, 40, 38, 64, 76, 94, 90, 86, 91, 50, 0]
[2.04, 32, 40, 40, 90, 80, 22, 36, 78, 80, 44, 40, 64, 82, 90, 79, 0, 0, 0, 0, 0]
[1.11, 34, 40, 44, 96, 76, 30, 46, 80, 84, 50, 40, 41, 64, 76, 89, 88, 90, 94, 68, 0]
[0.95, 35, 37, 76, 100, 36, 34, 36, 98, 83, 26, 34, 40, 52, 70, 86, 88, 100, 104, 100, 74]
[1.18, 40, 40, 66, 102, 64, 32, 48, 70, 100, 74, 34, 35, 61, 86, 83, 96, 97, 88, 26, 0]
[1.12, 40, 40, 64, 104, 52, 30, 44, 66, 100, 78, 34, 35, 57, 77, 85, 78, 100, 99, 66, 0]
[1.21, 40, 40, 74, 104, 52, 30, 46, 64, 100, 76, 36, 35, 64, 86, 82, 96, 97, 84, 12, 0]
[1.09, 40, 40, 64, 104, 52, 30, 44, 76, 100, 78, 34, 35, 57, 78, 87, 78, 96, 102, 80, 12]
[1.24, 40, 40, 62, 104, 64, 30, 44, 72, 96, 76, 36, 37, 63, 86, 79, 98, 99, 76, 0, 0]
[1.09, 40, 40, 64, 104, 52, 30, 44, 76, 100, 78, 34, 36, 50, 78, 87, 70, 102, 98, 86, 12]
[1.27, 40, 40, 58, 102, 58, 30, 44, 72, 96, 76, 36, 37, 66, 88, 76, 98, 100, 60, 0, 0]
[1.06, 40, 40, 64, 104, 52, 30, 44, 76, 100, 78, 34, 36, 51, 71, 90, 74, 100, 100, 88, 26]
[1.3, 40, 40, 66, 106, 52, 26, 46, 70, 96, 76, 36, 40, 68, 89, 80, 96, 96, 44, 0, 0]
[1.03, 40, 40, 64, 104, 52, 30, 44, 76, 100, 78, 34, 36, 51, 71, 90, 74, 94, 97, 94, 50]
[1.33, 40, 40, 54, 104, 58, 32, 48, 74, 98, 70, 36, 39, 68, 91, 80, 96, 93, 36, 0, 0]
[1.0, 35, 37, 64, 104, 52, 30, 37, 76, 94, 73, 34, 36, 51, 72, 90, 76, 86, 94, 100, 74]
[1.33, 40, 40, 72, 100, 46, 28, 42, 78, 92, 62, 36, 39, 70, 92, 90, 106, 94, 36, 0, 0]
[0.97, 35, 37, 72, 102, 46, 31, 36, 94, 90, 48, 34, 40, 54, 68, 88, 88, 102, 104, 94, 74]
[1.36, 40, 40, 74, 102, 52, 34, 44, 76, 94, 64, 36, 40, 74, 92, 96, 106, 88, 20, 0, 0]
[0.97, 35, 37, 72, 102, 46, 31, 36, 94, 90, 48, 34, 40, 48, 68, 88, 88, 92, 106, 104, 74]
[1.39, 40, 40, 68, 100, 46, 28, 42, 72, 94, 64, 36, 42, 76, 90, 98, 104, 82, 6, 0, 0]
[0.95, 35, 38, 78, 100, 40, 32, 35, 100, 86, 36, 36, 40, 50, 70, 90, 90, 100, 100, 106, 76]
[1.39, 40, 40, 68, 100, 58, 30, 44, 68, 98, 76, 36, 42, 74, 87, 88, 96, 82, 6, 0, 0]
[0.93, 35, 40, 76, 94, 36, 34, 49, 97, 83, 12, 36, 40, 52, 66, 88, 88, 96, 106, 100, 76]
[1.42, 40, 40, 66, 104, 58, 28, 48, 70, 98, 76, 36, 42, 76, 84, 88, 97, 80, 0, 0, 0]
[0.9, 35, 40, 80, 88, 34, 36, 62, 96, 77, 0, 30, 40, 48, 68, 86, 90, 102, 102, 98, 76]
[1.45, 40, 40, 60, 102, 64, 32, 44, 66, 96, 72, 36, 44, 76, 83, 92, 98, 60, 0, 0, 0]
[0.9, 35, 40, 80, 88, 34, 36, 62, 96, 77, 0, 36, 40, 52, 74, 90, 84, 102, 108, 98, 70]
[1.48, 40, 40, 62, 106, 58, 30, 46, 72, 96, 72, 36, 44, 78, 85, 92, 97, 52, 0, 0, 0]
[0.9, 35, 40, 80, 88, 34, 36, 62, 96, 77, 0, 36, 40, 52, 68, 90, 90, 104, 104, 102, 76]
[1.52, 40, 40, 64, 104, 52, 28, 44, 72, 96, 72, 36, 44, 78, 82, 94, 96, 44, 0, 0, 0]
[0.88, 35, 40, 86, 82, 32, 37, 70, 94, 59, 0, 36, 40, 54, 70, 86, 86, 100, 102, 98, 76]
[1.52, 40, 40, 68, 100, 52, 32, 44, 72, 96, 64, 36, 44, 80, 88, 104, 100, 44, 0, 0, 0]
[0.86, 35, 43, 84, 76, 30, 37, 82, 90, 43, 0, 36, 40, 50, 72, 88, 90, 104, 106, 102, 76]
[0.95, 35, 37, 46, 104, 36, 30, 40, 96, 77, 17, 40, 40, 58, 76, 100, 84, 92, 96, 96, 74]
[1.28, 40, 40, 42, 96, 64, 22, 38, 70, 86, 72, 40, 33, 70, 95, 76, 90, 92, 60, 0, 0]
[1.24, 40, 40, 46, 96, 46, 26, 32, 82, 94, 52, 40, 33, 70, 94, 84, 92, 98, 76, 0, 0]
[1.31, 40, 40, 42, 100, 58, 24, 44, 80, 88, 72, 39, 33, 74, 98, 76, 84, 92, 44, 0, 0]
[1.24, 30, 40, 46, 92, 46, 26, 32, 82, 94, 52, 37, 33, 72, 98, 88, 94, 96, 76, 0, 0]
[1.34, 40, 40, 44, 92, 64, 22, 36, 74, 90, 68, 39, 36, 74, 97, 78, 88, 94, 28, 0, 0]
[1.21, 40, 40, 46, 96, 46, 26, 32, 82, 94, 52, 37, 33, 70, 100, 84, 88, 98, 80, 12, 0]
[1.38, 40, 40, 40, 96, 58, 28, 44, 74, 86, 64, 39, 36, 76, 94, 80, 86, 89, 12, 0, 0]
[1.21, 40, 40, 46, 96, 46, 26, 32, 82, 94, 52, 37, 33, 70, 92, 90, 96, 90, 88, 16, 0]
[1.41, 40, 40, 42, 106, 52, 22, 40, 82, 86, 64, 39, 36, 78, 93, 80, 88, 86, 6, 0, 0]
[1.17, 40, 40, 46, 96, 46, 26, 32, 82, 94, 52, 40, 33, 70, 92, 94, 90, 92, 94, 36, 0]
[1.44, 40, 40, 44, 92, 58, 24, 32, 72, 88, 64, 39, 41, 80, 92, 78, 96, 68, 0, 0, 0]
[1.14, 40, 40, 46, 96, 46, 26, 32, 82, 94, 52, 40, 30, 62, 88, 98, 90, 96, 96, 52, 0]
[1.44, 40, 40, 44, 106, 46, 24, 42, 72, 92, 60, 39, 41, 80, 92, 78, 96, 68, 0, 0, 0]
[1.11, 40, 40, 46, 96, 46, 26, 32, 82, 94, 52, 40, 30, 62, 88, 96, 88, 94, 100, 76, 0]
[1.47, 40, 40, 44, 108, 58, 22, 40, 80, 92, 62, 38, 41, 80, 88, 82, 97, 60, 0, 0, 0]
[1.08, 40, 40, 46, 96, 46, 26, 32, 82, 94, 52, 40, 30, 62, 88, 96, 84, 98, 100, 80, 12]
[1.5, 40, 40, 46, 100, 52, 28, 36, 82, 86, 60, 38, 41, 82, 85, 90, 90, 44, 0, 0, 0]
[1.05, 40, 40, 46, 96, 46, 26, 32, 82, 94, 52, 40, 30, 52, 78, 104, 84, 94, 98, 80, 36]
[1.53, 40, 40, 42, 104, 58, 26, 38, 78, 88, 56, 38, 46, 84, 96, 96, 96, 36, 0, 0, 0]
[1.02, 40, 40, 46, 96, 46, 26, 32, 82, 94, 52, 40, 32, 52, 78, 104, 80, 96, 90, 88, 42]
[1.56, 40, 40, 44, 96, 52, 20, 36, 80, 88, 56, 38, 46, 84, 92, 96, 96, 28, 0, 0, 0]
[1.02, 40, 40, 46, 96, 46, 26, 32, 82, 94, 52, 40, 32, 52, 76, 100, 84, 96, 96, 96, 52]
[1.59, 40, 40, 46, 100, 58, 26, 38, 82, 88, 52, 38, 46, 88, 92, 98, 92, 12, 0, 0, 0]
[1.0, 35, 35, 46, 96, 46, 25, 29, 82, 89, 47, 40, 32, 54, 76, 100, 84, 90, 92, 102, 76]
[1.62, 40, 40, 42, 104, 52, 20, 40, 82, 88, 52, 38, 49, 88, 92, 96, 88, 6, 0, 0, 0]
